3.930664062500000000e-02,5.737304687500000000e-02,6.469726562500000000e-02,1.516113281250000000e-01,3.378906250000000000e-01,1.320800781250000000e-01,5.639648437500000000e-02,5.053710937500000000e-02,3.588867187500000000e-02,7.421875000000000000e-02,3.375000000000000222e-02,5.354166666666666796e-02,5.604166666666666324e-02,1.879166666666666763e-01,3.106249999999999845e-01,1.739583333333333259e-01,4.479166666666666713e-02,4.333333333333333481e-02,3.395833333333333343e-02,6.208333333333333065e-02,4.833333333333333232e-02,6.229166666666666879e-02,3.375000000000000222e-02,1.652083333333333459e-01,3.091666666666666452e-01,1.639583333333333448e-01,3.937500000000000028e-02,5.041666666666666519e-02,4.354166666666666602e-02,8.395833333333332926e-02
3.857421875000000000e-02,6.005859375000000000e-02,6.469726562500000000e-02,1.538085937500000000e-01,3.330078125000000000e-01,1.450195312500000000e-01,5.566406250000000000e-02,4.614257812500000000e-02,3.515625000000000000e-02,6.787109375000000000e-02,4.250000000000000305e-02,7.041666666666666907e-02,5.791666666666666491e-02,1.770833333333333426e-01,2.547916666666666941e-01,1.704166666666666607e-01,4.166666666666666435e-02,5.583333333333333204e-02,4.958333333333333343e-02,7.979166666666666352e-02,5.166666666666666630e-02,6.500000000000000222e-02,5.041666666666666519e-02,1.614583333333333426e-01,2.762499999999999956e-01,1.652083333333333459e-01,4.541666666666666768e-02,5.520833333333333148e-02,4.499999999999999833e-02,8.437500000000000555e-02
3.149414062500000000e-02,6.127929687500000000e-02,7.446289062500000000e-02,1.528320312500000000e-01,3.454589843750000000e-01,1.416015625000000000e-01,5.395507812500000000e-02,4.443359375000000000e-02,3.295898437500000000e-02,6.152343750000000000e-02,3.791666666666666796e-02,5.979166666666666657e-02,6.687500000000000389e-02,1.739583333333333259e-01,2.849999999999999756e-01,1.679166666666666585e-01,4.666666666666666879e-02,5.062500000000000333e-02,3.979166666666666963e-02,7.145833333333333204e-02,5.625000000000000139e-02,7.020833333333333093e-02,5.229166666666666685e-02,1.629166666666666541e-01,2.479166666666666741e-01,1.602083333333333415e-01,5.166666666666666630e-02,6.124999999999999889e-02,4.750000000000000056e-02,8.979166666666667240e-02
3.442382812500000000e-02,6.274414062500000000e-02,7.153320312500000000e-02,1.562500000000000000e-01,3.295898437500000000e-01,1.374511718750000000e-01,5.541992187500000000e-02,4.956054687500000000e-02,3.686523437500000000e-02,6.616210937500000000e-02,3.916666666666666907e-02,6.625000000000000333e-02,5.145833333333333509e-02,1.704166666666666607e-01,2.843749999999999889e-01,1.722916666666666763e-01,4.750000000000000056e-02,5.145833333333333509e-02,4.166666666666666435e-02,7.541666666666667351e-02,5.187499999999999750e-02,7.000000000000000666e-02,5.312499999999999861e-02,1.643749999999999933e-01,2.535416666666666652e-01,1.658333333333333326e-01,4.437499999999999778e-02,6.250000000000000000e-02,4.687500000000000000e-02,8.749999999999999445e-02
3.417968750000000000e-02,6.347656250000000000e-02,7.250976562500000000e-02,1.459960937500000000e-01,3.359375000000000000e-01,1.413574218750000000e-01,5.102539062500000000e-02,5.200195312500000000e-02,3.637695312500000000e-02,6.713867187500000000e-02,4.125000000000000194e-02,6.625000000000000333e-02,5.833333333333333426e-02,1.643749999999999933e-01,2.679166666666666918e-01,1.741666666666666641e-01,4.729166666666666935e-02,5.541666666666666963e-02,4.437499999999999778e-02,8.062500000000000222e-02,4.666666666666666879e-02,6.395833333333333925e-02,3.541666666666666574e-02,1.583333333333333259e-01,3.245833333333333348e-01,1.616666666666666530e-01,3.166666666666666935e-02,5.416666666666666852e-02,4.437499999999999778e-02,7.916666666666666297e-02
3.466796875000000000e-02,6.713867187500000000e-02,7.250976562500000000e-02,1.494140625000000000e-01,3.254394531250000000e-01,1.389160156250000000e-01,5.590820312500000000e-02,4.907226562500000000e-02,3.662109375000000000e-02,7.031250000000000000e-02,3.833333333333333037e-02,6.333333333333333870e-02,4.708333333333333121e-02,1.824999999999999956e-01,2.752083333333333326e-01,1.795833333333333448e-01,3.729166666666666741e-02,5.020833333333333398e-02,4.604166666666666824e-02,8.041666666666666408e-02,4.520833333333333648e-02,5.874999999999999667e-02,2.916666666666666713e-02,1.795833333333333448e-01,3.081249999999999822e-01,1.808333333333333459e-01,2.416666666666666616e-02,4.875000000000000167e-02,4.312499999999999667e-02,8.229166666666666574e-02
3.906250000000000000e-02,5.639648437500000000e-02,7.128906250000000000e-02,1.528320312500000000e-01,3.259277343750000000e-01,1.479492187500000000e-01,5.224609375000000000e-02,4.907226562500000000e-02,3.588867187500000000e-02,6.933593750000000000e-02,3.854166666666666852e-02,5.145833333333333509e-02,4.916666666666666408e-02,1.885416666666666630e-01,2.754166666666666430e-01,1.916666666666666796e-01,3.624999999999999750e-02,4.666666666666666879e-02,4.416666666666666657e-02,7.812500000000000000e-02,4.666666666666666879e-02,6.500000000000000222e-02,3.562499999999999695e-02,1.675000000000000100e-01,3.064583333333333326e-01,1.743750000000000022e-01,2.875000000000000125e-02,5.291666666666666741e-02,4.208333333333333370e-02,8.062500000000000222e-02
3.735351562500000000e-02,6.591796875000000000e-02,7.617187500000000000e-02,1.389160156250000000e-01,3.229980468750000000e-01,1.442871093750000000e-01,5.957031250000000000e-02,4.760742187500000000e-02,3.735351562500000000e-02,6.982421875000000000e-02,4.499999999999999833e-02,6.937500000000000611e-02,5.374999999999999917e-02,1.787499999999999922e-01,2.445833333333333470e-01,1.720833333333333381e-01,3.437500000000000278e-02,6.062499999999999833e-02,5.000000000000000278e-02,9.145833333333333592e-02,5.104166666666666574e-02,6.583333333333332704e-02,4.562499999999999889e-02,1.616666666666666530e-01,2.691666666666666652e-01,1.722916666666666763e-01,4.437499999999999778e-02,5.437499999999999972e-02,4.750000000000000056e-02,8.812499999999999500e-02
3.369140625000000000e-02,5.834960937500000000e-02,6.982421875000000000e-02,1.501464843750000000e-01,3.530273437500000000e-01,1.350097656250000000e-01,5.664062500000000000e-02,4.736328125000000000e-02,3.344726562500000000e-02,6.250000000000000000e-02,4.229166666666666491e-02,6.208333333333333065e-02,5.937499999999999722e-02,1.652083333333333459e-01,2.824999999999999734e-01,1.714583333333333237e-01,3.520833333333333454e-02,5.958333333333333537e-02,4.166666666666666435e-02,8.062500000000000222e-02,4.979166666666666463e-02,6.229166666666666879e-02,4.437499999999999778e-02,1.658333333333333326e-01,2.793749999999999845e-01,1.710416666666666752e-01,4.604166666666666824e-02,5.249999999999999806e-02,4.270833333333333426e-02,8.604166666666666907e-02
3.686523437500000000e-02,6.884765625000000000e-02,7.397460937500000000e-02,1.423339843750000000e-01,3.222656250000000000e-01,1.386718750000000000e-01,5.541992187500000000e-02,5.004882812500000000e-02,3.955078125000000000e-02,7.202148437500000000e-02,4.333333333333333481e-02,6.437500000000000167e-02,5.249999999999999806e-02,1.654166666666666563e-01,2.831250000000000155e-01,1.718750000000000000e-01,3.791666666666666796e-02,5.500000000000000028e-02,4.458333333333333592e-02,8.187500000000000333e-02,5.083333333333333454e-02,6.500000000000000222e-02,5.062500000000000333e-02,1.608333333333333282e-01,2.677083333333333259e-01,1.712500000000000133e-01,4.583333333333333010e-02,5.312499999999999861e-02,4.583333333333333010e-02,8.895833333333333370e-02
